,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,id_calendario,id_provincia
365,241,7727,70508,3661,978,1328,270,923.0,20,22
366,242,8417,68507,3153,920,1189,216,698.0,19,22
367,244,8797,68083,2409,965,969,179,698.0,18,22
368,245,8119,67104,1616,1076,614,98,3503.0,17,22
369,310,8729,66053,1227,792,391,81,3503.0,16,22
370,343,8244,64794,855,588,327,51,0.0,15,22
371,356,8633,59045,558,336,244,21,0.0,14,22
372,362,9279,57739,331,192,165,11,0.0,13,22
373,368,9789,56694,16,335,132,11,0.0,12,22
374,374,10187,55792,15,224,114,11,0.0,11,22
375,429,10616,63928,15,119,96,11,0.0,10,22
376,426,11065,52117,15,78,71,11,0.0,9,22
377,592,12951,48798,16,63,49,10,0.0,8,22
378,613,13087,47660,9,55,39,10,0.0,7,22
379,5737,8182,46235,27,24,25,10,0.0,6,22
380,6059,8054,45038,26,10,13,10,0.0,5,22
381,6266,6879,36520,26,5,4,10,0.0,4,22
382,6458,6645,41009,24,5,4,10,0.0,3,22
383,7032,6761,34089,18,5,4,10,0.0,2,22
384,7434,6535,32501,17,5,4,10,0.0,1,22
385,18,689,2842,3375,24219,5331,50390,0.0,35,21
386,18,728,3179,3890,23814,5481,48920,0.0,34,21
387,18,778,3576,4692,23624,5645,45970,0.0,33,21
388,18,1,5018,5437,23559,5671,43424,0.0,32,21
389,18,1,5366,5979,23315,4868,42613,0.0,31,21
390,18,1,5312,5971,23298,4825,42158,19.0,30,21
391,18,1,36749,5968,4604,215,5074,-1.0,29,21
392,18,1,36906,6060,4633,181,4979,0.0,28,21
393,21,1,37105,5955,4660,124,4748,2.0,27,21
394,21,1,37375,5661,4686,73,4336,2.0,26,21
395,21,1,37209,5158,4640,22,1294,0.0,25,21
396,21,0,37846,5045,4763,22,1305,0.0,24,21
397,9,10,38657,4786,4887,22,1307,0.0,23,21
398,9,11,39819,4297,4857,13,1298,0.0,22,21
399,9,1169,40285,4088,5216,17,869,0.0,21,21
400,9,1164,40285,4088,5216,17,869,3.0,20,21
401,9,1291,40647,4138,5425,20,339,0.0,19,21
402,9,1384,40679,4198,5640,20,15,0.0,18,21
403,9,1485,40680,4217,5831,19,1,0.0,17,21
404,9,1488,40777,4083,5813,22,3,0.0,16,21
405,16,1497,40882,3899,5604,23,3,0.0,15,21
406,9,1554,9304,3599,1796,24,2,0.0,14,21
407,9,1578,9486,3409,1718,22,2,0.0,13,21
408,9,1646,9635,3334,1675,13,3,0.0,12,21
409,9,2349,9686,3316,1562,11,2,0.0,11,21
410,10,3151,9043,3190,1344,3,5,0.0,10,21
411,10,3382,9060,2980,1254,2,3,0.0,9,21
412,10,3638,9127,2937,1215,2,3,0.0,8,21
413,10,3840,9102,2984,832,0,3,0.0,7,21
414,10,4082,9093,2680,641,0,3,0.0,6,21
415,11,4201,9379,2207,533,0,3,0.0,5,21
416,9,4333,9728,1943,386,0,3,0.0,4,21
417,10,4785,9720,1337,61,0,0,0.0,3,21
418,10,4785,9719,1337,61,0,0,0.0,2,21
419,10,5111,9390,1165,35,0,0,0.0,1,21
420,103,2953,44232,21977,48201,17243,150043,4771.0,35,5
421,103,2954,44961,22557,64138,19543,121366,3940.0,34,5
422,114,3355,51230,26407,74178,21566,95048,3287.0,33,5
423,156,1463,66428,30308,75214,18621,75031,366.0,32,5
424,36,31,151871,12640,62628,7596,21087,50.0,31,5
425,36,31,137462,10886,56117,4403,20686,50.0,30,5
426,28,40,134386,11216,52533,4061,16615,44.0,29,5
427,28,40,146312,11172,40396,3378,11557,2570.0,28,5
428,58,40,141404,12123,42433,3448,8237,45.0,27,5
429,58,40,142253,12439,35274,3248,5422,2450.0,26,5
430,58,40,140410,12285,17489,2860,3818,0.0,25,5
431,746,9,145139,12955,15237,2165,2628,6901.0,24,5
432,21,1269,206821,2958,10093,1263,349,0.0,23,5
433,20,2522,205165,2971,10092,1256,234,0.0,22,5
434,20,1786,205383,2837,5702,111,140,0.0,21,5
435,20,1463,197450,2494,4726,19,132,0.0,20,5
436,20,1525,199297,2476,4727,27,129,0.0,19,5
437,20,1658,164596,515,266,17,72,33788.0,18,5
438,20,1662,164599,501,266,19,72,33788.0,17,5
439,26,1656,177646,438,278,29,81,0.0,16,5
440,32,95,158461,115,67,29,19,0.0,15,5
441,109,24,177203,92,50,5,22,0.0,14,5
442,106,15,177201,86,50,5,22,0.0,13,5
443,114,16,177194,79,49,5,20,0.0,12,5
444,37,10,178186,73,48,5,17,0.0,11,5
445,437,30,176922,61,44,5,20,0.0,10,5
446,235,21,175376,47,43,5,17,0.0,9,5
447,241,23,174719,38,41,5,13,0.0,8,5
448,256,25,173430,45,18,5,13,0.0,7,5
449,268,26,170451,42,16,5,13,0.0,6,5
450,287,24,169763,38,16,6,11,0.0,5,5
451,303,19,169222,36,14,5,12,0.0,4,5
452,35,0,167763,31,12,13,1,0.0,3,5
453,35,6,166710,31,10,5,10,0.0,2,5
454,35,6,166655,19,10,6,9,0.0,1,5
455,51,3749,36628,20758,12676,19615,80330,8350.0,35,9
456,51,3808,37254,21712,12774,19757,75107,8350.0,34,9
457,51,3873,35655,22261,26855,15854,58610,8349.0,33,9
458,51,5,41916,23554,26721,15954,54596,8335.0,32,9
459,51,5,41932,25099,26079,14792,42291,8279.0,31,9
460,51,5,41643,25907,25811,16172,38308,8279.0,30,9
461,51,524,40949,25503,27101,14050,32953,8256.0,29,9
462,51,524,39988,26078,26445,14810,32264,7001.0,28,9
463,71,524,39005,24215,25942,13663,30987,8779.0,27,9
464,71,524,39867,23719,26445,12305,28763,8646.0,26,9
465,71,524,36622,21271,26433,11581,26313,10885.0,25,9
466,71,0,39664,20840,27305,15626,20799,11508.0,24,9
467,47,1928,43530,29375,11256,16107,16650,12206.0,23,9
468,47,2226,45769,27385,15408,18882,8129,12206.0,22,9
469,47,5946,45266,25890,19111,16552,5167,7654.0,21,9
470,47,5981,43267,26019,19226,16566,5167,0.0,20,9
471,48,5749,39617,24747,21212,14674,4547,0.0,19,9
472,48,6092,39489,23569,23747,11888,3866,0.0,18,9
473,48,4700,35820,23291,26223,10241,3219,0.0,17,9
474,1053,3900,41723,23131,22262,9091,2735,0.0,16,9
475,1058,4123,42900,22808,23913,3843,1881,0.0,15,9
476,1011,4447,47244,22033,21599,2892,570,0.0,14,9
477,1010,4665,45950,23847,19356,2627,166,0.0,13,9
478,1010,4783,47454,23433,18371,2215,126,0.0,12,9
479,1010,6030,48871,23394,17043,1559,91,0.0,11,9
480,1973,7899,49586,21385,14820,1073,96,0.0,10,9
481,959,8502,50061,19195,13363,779,68,0.0,9,9
482,959,9169,51029,17281,13690,675,52,0.0,8,9
483,958,9809,51234,17367,11654,559,43,0.0,7,9
484,958,10360,51671,15022,10072,408,33,0.0,6,9
485,958,11136,51906,12387,8543,194,26,0.0,5,9
486,547,11840,53093,8731,2952,54,12,0.0,4,9
487,640,13637,53510,5928,1606,0,1,0.0,3,9
488,540,13644,53245,5924,1334,2,0,0.0,2,9
489,545,14460,52852,5139,958,0,0,0.0,1,9
490,134,991,38485,14080,9200,6700,78713,14858.0,35,16
491,134,999,38826,15066,9205,2039,76982,18717.0,34,16
492,137,1123,39856,15623,11163,2654,71238,7885.0,33,16
493,140,940,42313,13264,10515,3310,69217,7767.0,32,16
494,112,327,57441,8566,6234,3631,57919,5579.0,31,16
495,112,327,57713,8631,5871,5943,54008,5645.0,30,16
496,116,327,56171,8443,5903,5677,50840,5758.0,29,16
497,116,327,56434,8478,5791,5493,50776,5720.0,28,16
498,218,327,60463,6561,5975,5449,49439,803.0,27,16
499,218,327,61171,6103,6625,5296,46432,0.0,26,16
500,218,327,60152,5257,7123,5399,43738,0.0,25,16
501,218,1,57370,4439,7357,12059,35001,0.0,24,16
502,45,2258,62909,4586,9597,16923,28458,122.0,23,16
503,302,3038,61776,4688,17318,21210,14132,422.0,22,16
504,1328,3055,52360,1781,21452,17135,11026,6105.0,21,16
505,1328,3044,52313,1781,21452,17135,11025,6287.0,20,16
506,1396,2244,55822,1647,23785,15218,9718,6105.0,19,16
507,1396,2408,56035,1314,26417,12442,8551,6105.0,18,16
508,1396,2367,59468,1311,29012,9709,7378,6105.0,17,16
509,1396,2372,68036,1325,22781,7528,6300,6105.0,16,16
510,2036,1457,72532,1034,20213,7067,4937,0.0,15,16
511,1542,1395,81272,849,18051,4774,1703,0.0,14,16
512,1547,1418,83813,902,15130,4223,458,0.0,13,16
513,1539,1406,84859,792,14153,3073,271,0.0,12,16
514,1531,1527,87404,680,12541,2118,225,0.0,11,16
515,1916,1691,88854,583,10241,1285,208,0.0,10,16
516,1720,1737,86310,479,7893,143,171,0.0,9,16
517,1727,2061,89678,455,7934,9,175,0.0,8,16
518,1733,2124,85044,210,6599,2,155,0.0,7,16
519,1755,2348,82727,214,5168,2,110,0.0,6,16
520,1895,2577,80787,170,4067,2,76,0.0,5,16
521,1731,2744,80938,126,3621,2,66,0.0,4,16
522,1522,3099,80090,107,2865,10,27,0.0,3,16
523,1531,3206,79087,92,2289,2,30,0.0,2,16
524,4133,987,77148,84,1582,2,22,0.0,1,16
525,111,1221,32936,17860,27934,13629,42596,24271.0,35,15
526,111,1227,33364,17938,27168,13714,41972,24270.0,34,15
527,116,1383,35565,18859,26926,14144,37729,22652.0,33,15
528,156,1174,38373,19878,31255,4130,36142,22645.0,32,15
529,125,557,68991,3730,14880,2282,34011,20009.0,31,15
530,125,557,69356,3663,15019,3867,31488,20009.0,30,15
531,125,466,70011,4187,13045,3642,29589,20103.0,29,15
532,125,466,70305,4153,13131,3512,29372,20146.0,28,15
533,114,466,68986,3769,7096,3455,28488,19093.0,27,15
534,114,466,70817,3335,7498,3246,26953,17057.0,26,15
535,114,466,69154,2930,7857,3199,25488,17719.0,25,15
536,114,0,71847,2797,8558,6968,19837,17019.0,24,15
537,47,1234,87435,2348,9779,10176,15505,17719.0,23,15
538,384,1354,86366,2201,10291,12407,6907,18519.0,22,15
539,384,1583,84845,2037,13615,9567,5076,3719.0,21,15
540,384,1225,83412,643,13440,9569,5070,3094.0,20,15
541,409,5221,75929,512,14912,8470,4332,3719.0,19,15
542,409,5298,75056,523,16480,6663,3725,3975.0,18,15
543,409,5333,74894,530,17997,4972,3129,3975.0,17,15
544,409,5598,81078,485,12502,3447,2440,3719.0,16,15
545,422,5641,83900,306,10116,2965,1659,0.0,15,15
546,973,5606,88085,245,7990,1921,559,0.0,14,15
547,986,5647,89622,246,6738,1594,200,0.0,13,15
548,998,2953,92967,248,6317,1174,122,0.0,12,15
549,1007,6026,90689,207,5953,790,99,0.0,11,15
550,1189,6107,92158,194,4877,520,86,0.0,10,15
551,1171,6105,90038,203,4246,77,81,0.0,9,15
552,3282,4473,89062,201,4024,5,75,0.0,8,15
553,3372,4457,88691,99,3826,1,62,0.0,7,15
554,3413,4525,87362,97,3240,1,51,0.0,6,15
555,3371,4913,86173,94,2632,2,42,0.0,5,15
556,3640,4723,85094,94,2319,4,30,0.0,4,15
557,3640,5189,86868,87,1944,8,9,0.0,3,15
558,3468,5507,84978,78,1569,2,8,0.0,2,15
559,4670,4618,84304,73,1062,1,8,0.0,1,15
560,114,1490,32923,71199,5662,1001,85661,6491.0,35,7
561,114,1530,33732,72661,6012,1156,81478,6494.0,34,7
562,114,1725,35576,68246,6313,2214,76838,6489.0,33,7
563,114,20,40673,69324,6642,3535,72622,6475.0,32,7
564,101,20,41431,70104,6962,3878,67010,6327.0,31,7
565,101,20,42543,67012,7099,9654,58882,6328.0,30,7
566,109,20,40785,68149,9164,8139,54889,6319.0,29,7
567,109,514,41443,68829,15188,8291,46697,6319.0,28,7
568,129,514,32780,64736,15990,7928,43773,14996.0,27,7
569,129,514,41801,64463,16989,7741,39594,6531.0,26,7
570,129,514,38537,63714,17991,8625,34744,6441.0,25,7
571,149,1,42159,67656,15369,14170,25821,7120.0,24,7
572,49,900,43160,62230,14309,11418,12357,7515.0,23,7
573,49,974,59638,36923,16961,14059,6461,7585.0,22,7
574,49,4232,59244,36473,22910,10861,2242,1.0,21,7
575,49,3659,58492,36365,22910,10861,2242,0.0,20,7
576,116,3721,61795,32782,25582,9224,502,0.0,19,7
577,116,3990,61763,33285,28431,7239,182,0.0,18,7
578,116,4459,60334,33088,30771,5145,88,0.0,17,7
579,636,4275,73284,32842,18968,3559,84,0.0,16,7
580,645,4494,78830,32433,14620,2315,63,0.0,15,7
581,594,4719,67576,23185,11333,1068,76,0.0,14,7
582,579,4861,70922,21554,9386,267,74,0.0,13,7
583,577,5027,71636,20787,8611,239,70,0.0,12,7
584,1107,6922,71214,20229,8099,197,50,0.0,11,7
585,2160,10123,70875,18759,7129,140,49,0.0,10,7
586,1119,10765,65646,17748,6643,119,31,0.0,9,7
587,1122,11387,65677,17139,6507,99,5,0.0,8,7
588,1126,12223,65405,17451,4318,61,5,0.0,7,7
589,1123,13020,64737,16241,3114,29,5,0.0,6,7
590,1123,14151,64992,13955,2569,15,5,0.0,5,7
591,54,16214,63221,12552,1922,0,4,0.0,4,7
592,732,17481,66026,8314,388,0,0,0.0,3,7
593,53,18818,64440,8293,388,0,0,0.0,2,7
594,53,19677,64061,7192,314,0,0,0.0,1,7
595,24,2027,30324,11247,22157,6780,19221,11619.0,35,13
596,24,2027,30385,11276,24649,3728,16701,11617.0,34,13
597,26,2269,32356,11914,25144,2088,11916,2465.0,33,13
598,44,1442,28906,10955,23978,398,9800,4435.0,32,13
599,18,333,59873,752,13250,338,278,4641.0,31,13
600,18,333,59989,784,12550,340,278,4641.0,30,13
601,25,194,60439,858,11494,340,276,4641.0,29,13
602,25,194,61316,740,5126,332,275,4588.0,28,13
603,48,194,65526,711,6529,41,128,4150.0,27,13
604,48,194,59113,917,4908,40,127,4430.0,26,13
605,48,194,59787,1594,1292,40,127,4779.0,25,13
606,48,1,60626,1594,1292,40,127,1246.0,24,13
607,22,171,68315,2245,1267,41,128,4779.0,23,13
608,22,213,60913,2177,785,7,4,6119.0,22,13
609,22,229,62380,266,520,3,2,560.0,21,13
610,22,1465,59811,180,312,1,1,606.0,20,13
611,22,1326,62525,180,312,3,1,0.0,19,13
612,22,1378,57591,11,0,3,0,5068.0,18,13
613,22,1058,57078,11,0,3,0,5068.0,17,13
614,22,1062,57525,9,0,2,2,0.0,16,13
615,31,1077,57582,1,0,2,2,0.0,15,13
616,15,193,58588,0,0,0,4,0.0,14,13
617,8,192,58588,0,0,0,4,0.0,13,13
618,8,220,58608,0,0,0,4,0.0,12,13
619,8,245,58577,0,0,0,2,0.0,11,13
620,10,273,57589,0,0,0,4,0.0,10,13
621,9,309,56447,0,0,0,2,0.0,9,13
622,9,386,55761,0,0,0,2,0.0,8,13
623,9,391,54963,0,0,0,2,0.0,7,13
624,8,410,51568,0,0,0,2,0.0,6,13
625,8,445,51346,0,0,0,2,0.0,5,13
626,11,478,51628,0,0,0,2,0.0,4,13
627,8,487,51276,0,0,0,0,0.0,3,13
628,10,507,51129,0,0,0,0,0.0,2,13
629,531,2,51056,0,0,0,0,0.0,1,13
630,60,307,6563,20813,12061,67438,13,14815.0,35,19
631,60,306,6840,21217,11052,67438,13,14815.0,34,19
632,61,643,8287,3837,9802,68612,13,28589.0,33,19
633,62,264,8550,4276,9107,67363,9,29218.0,32,19
634,60,0,11552,2405,6491,67942,22,29392.0,31,19
635,60,0,11752,2703,5418,65946,22,36917.0,30,19
636,58,0,11889,2926,4429,62913,22,36917.0,29,19
637,58,0,14020,3490,2688,62239,22,36918.0,28,19
638,105,0,12199,3351,2666,61319,8,36917.0,27,19
639,105,0,11439,3585,1934,60889,8,35992.0,26,19
640,105,0,11322,4164,525,58258,5,36075.0,25,19
641,105,0,11901,4164,525,55216,3,36287.0,24,19
642,57,100,18643,5113,467,62242,5,36075.0,23,19
643,57,102,16575,4964,467,57236,5,37977.0,22,19
644,57,120,21380,53214,345,6,2,23577.0,21,19
645,57,109,19164,53183,119,62,2,23635.0,20,19
646,57,109,19170,52940,119,63,2,1902.0,19,19
647,57,101,11992,11,0,7,2,9284.0,18,19
648,57,101,11920,11,0,7,2,9284.0,17,19
649,59,101,12822,8,0,1,7,1902.0,16,19
650,63,3,12325,7,0,1,7,0.0,15,19
651,8,4,14014,0,0,1,2,0.0,14,19
652,8,4,14014,0,0,1,2,0.0,13,19
653,8,4,14014,0,0,1,2,0.0,12,19
654,7,4,14077,0,0,1,2,0.0,11,19
655,12,4,13931,0,0,1,2,0.0,10,19
656,8,4,13645,0,0,1,2,0.0,9,19
657,8,4,13473,0,0,1,2,0.0,8,19
658,9,4,13286,0,0,1,2,0.0,7,19
659,9,4,13204,0,0,1,2,0.0,6,19
660,10,8,12720,0,1,0,2,0.0,5,19
661,9,0,13135,0,0,1,2,0.0,4,19
662,8,0,13029,0,0,3,0,0.0,3,19
663,7,0,13045,0,0,1,2,0.0,2,19
664,7,3,12544,0,1,0,2,0.0,1,19
665,52,6841,12342,11313,11378,2333,4604,647.0,35,23
666,52,6841,12348,11369,11885,2454,3592,644.0,34,23
667,51,6898,12710,11502,12277,2628,2551,485.0,33,23
668,52,297,20305,11641,13054,1770,876,491.0,32,23
669,50,0,30561,8365,6799,1788,678,735.0,31,23
670,50,0,30595,8463,6888,1575,676,735.0,30,23
671,50,0,30655,8334,6987,1337,647,-1945.0,29,23
672,47,0,27173,4382,6634,1033,647,758.0,28,23
673,66,0,26888,4015,6730,629,120,833.0,27,23
674,66,0,26938,4166,6541,546,119,493.0,26,23
675,67,11,27447,4993,5169,529,119,0.0,25,23
676,67,0,32368,4346,2224,7,8,350.0,24,23
677,28,84,31612,4472,1203,27,4,0.0,23,23
678,25,84,24861,3806,1202,28,4,0.0,22,23
679,25,128,21990,2731,702,26,4,0.0,21,23
680,25,115,23107,779,206,1,4,531.0,20,23
681,26,116,32815,778,206,1,3,0.0,19,23
682,26,120,28600,655,100,1,3,4267.0,18,23
683,26,120,28600,655,100,1,3,4267.0,17,23
684,68,78,29073,655,100,1,3,0.0,16,23
685,188,23,29102,542,66,33,1,0.0,15,23
686,188,24,30913,541,66,33,0,0.0,14,23
687,190,23,31078,474,68,30,0,0.0,13,23
688,189,23,31369,342,80,10,0,0.0,12,23
689,189,22,31904,221,52,9,0,0.0,11,23
690,244,26,31995,142,20,0,0,0.0,10,23
691,168,29,32188,8,0,0,0,0.0,9,23
692,188,26,32338,3,0,0,0,0.0,8,23
693,190,25,32266,2,0,0,0,0.0,7,23
694,210,25,25519,2,0,0,0,0.0,6,23
695,205,27,26048,2,0,0,0,0.0,5,23
696,156,1400,24145,1,1,0,0,0.0,4,23
697,195,1624,24248,1,1,0,0,0.0,3,23
698,153,1637,25374,2,0,0,0,0.0,2,23
699,161,1625,24972,1,1,0,0,0.0,1,23
700,468,11132,132709,198588,70897,57455,396352,20209.0,35,3
701,468,11757,138534,204381,74133,58114,373888,17584.0,34,3
702,468,12435,143796,208361,84787,58018,344170,18444.0,33,3
703,467,581,169706,206856,85690,62349,322015,18777.0,32,3
704,467,579,193207,201250,83941,55080,290793,16267.0,31,3
705,467,896,202018,204077,80452,75195,262124,15371.0,30,3
706,518,891,201632,204458,91846,65476,236924,24382.0,29,3
707,518,891,206372,203793,94246,65145,226246,23602.0,28,3
708,568,1241,213353,199381,92095,58797,210562,27001.0,27,3
709,568,2061,213054,198772,96575,57236,189473,20193.0,26,3
710,696,2994,217553,196826,104560,48448,173823,17656.0,25,3
711,698,0,230234,190664,113527,70998,135576,27472.0,24,3
712,640,8184,242454,193286,107068,84325,97082,19537.0,23,3
713,321,8427,300124,125176,129741,100131,49865,22323.0,22,3
714,333,29350,296798,122959,153212,74575,36502,18591.0,21,3
715,335,31397,276301,121009,152039,74432,36427,28450.0,20,3
716,467,36786,269211,115907,162545,62479,31266,13911.0,19,3
717,744,34267,262603,112143,175540,50525,26512,22257.0,18,3
718,1359,33639,262008,108576,188900,39589,22801,23181.0,17,3
719,3109,34132,309998,108939,151329,30736,19602,14119.0,16,3
720,3116,34019,320017,104453,125339,24536,12982,0.0,15,3
721,4967,38721,311830,92854,97563,16794,4275,0.0,14,3
722,4966,39463,340418,77152,83008,15775,1831,0.0,13,3
723,4966,40102,349722,74401,77667,13155,1529,0.0,12,3
724,3958,49501,360606,72657,69864,10210,1308,0.0,11,3
725,9486,67325,374960,68505,60469,6509,1277,0.0,10,3
726,6492,71565,353525,64117,51293,3754,1063,0.0,9,3
727,6659,75770,361264,60985,51258,3079,1189,0.0,8,3
728,6767,80817,363177,59531,42021,2320,1133,0.0,7,3
729,6827,86016,364441,53205,33894,1856,1014,0.0,6,3
730,6883,93096,360964,45270,27597,1542,900,0.0,5,3
731,8707,99962,359293,36718,21098,869,824,0.0,4,3
732,8230,112593,357615,23962,12124,38,806,0.0,3,3
733,8515,115197,353559,23939,10058,34,792,0.0,2,3
734,8456,124468,345225,20328,6845,23,668,0.0,1,3
735,39,2047,32571,39018,25214,4348,159600,280.0,35,6
736,39,2195,34461,43513,23634,4863,145541,281.0,34,6
737,39,2212,36028,46961,21014,5211,133846,273.0,33,6
738,39,97,37321,48736,21023,5326,125857,240.0,32,6
739,32,97,39446,50293,21986,5300,115154,164.0,31,6
740,32,97,40224,51648,23732,5022,109616,2680.0,30,6
741,29,97,42810,53416,25255,4188,103437,2680.0,29,6
742,29,97,44095,54334,32155,4105,93594,2680.0,28,6
743,52,97,45913,54610,33126,3246,84195,2637.0,27,6
744,52,97,49028,54537,34184,2246,74377,2635.0,26,6
745,52,97,49555,50383,31096,1730,67536,0.0,25,6
746,55,0,54544,52017,28916,6405,56707,0.0,24,6
747,16,110,71043,47693,24354,843,20385,0.0,23,6
748,16,157,78891,44296,24291,628,18394,0.0,22,6
749,16,5188,82240,42877,26210,847,14839,0.0,21,6
750,16,5244,82089,42766,26111,847,14839,92.0,20,6
751,16,5993,81559,43282,27062,941,12187,0.0,19,6
752,16,6735,79899,44968,27059,1084,8784,1305.0,18,6
753,16,7472,78811,45675,26405,1218,7082,1305.0,17,6
754,105,8164,78750,45241,24318,1303,4367,0.0,16,6
755,109,8948,83070,45302,20514,1361,655,0.0,15,6
756,96,9236,83342,42536,17788,1371,21,0.0,14,6
757,96,9682,86470,39155,15951,1383,13,0.0,13,6
758,96,10021,87994,37721,14389,1400,10,0.0,12,6
759,127,12247,87970,36518,13150,1288,4,0.0,11,6
760,231,18515,83945,33891,11310,1032,2,0.0,10,6
761,106,20092,84008,31490,10046,871,0,0.0,9,6
762,107,21800,83887,29942,9507,837,0,0.0,8,6
763,107,23687,83654,29998,6232,623,0,0.0,7,6
764,107,25178,83462,26966,4502,455,0,0.0,6,6
765,107,27143,83895,23061,3722,334,0,0.0,5,6
766,17,28746,85091,20631,2733,196,0,0.0,4,6
767,6,32716,84668,14101,559,4,0,0.0,3,6
768,6,32714,84675,14101,559,4,0,0.0,2,6
769,6,34672,83210,11779,362,3,0,0.0,1,6
